frame_id,elapsed_page_h2d_ms,bw_page_h2d_MBps,elapsed_pin_h2d_ms,bw_pin_h2d_MBps,elapsed_kernels_ms,elapsed_page_d2h_ms,bw_page_d2h_MBps,elapsed_pin_d2h_ms,bw_pin_d2h_MBps
997,0.226,971.897,0.172,1276.056,1.067,0.358,612.967,0.244,901.701
998,0.242,906.702,0.151,1454.757,0.919,0.327,672.457,0.146,1509.775
999,0.220,998.176,0.149,1476.339,0.989,0.313,702.810,0.148,1487.856
1000,0.244,901.701,0.148,1481.755,0.923,0.246,892.559,0.146,1501.521
1001,0.238,923.904,0.151,1459.395,0.926,0.260,843.960,0.148,1480.478
1002,0.228,963.713,0.150,1461.259,0.920,0.258,850.546,0.150,1469.389
1003,0.225,975.765,0.152,1444.961,0.964,0.341,644.617,0.148,1482.075
1004,0.213,1029.608,0.148,1482.395,0.906,0.238,924.651,0.148,1486.568
1005,0.238,922.167,0.150,1464.688,0.919,0.268,821.052,0.147,1498.245
1006,0.218,1010.070,0.149,1470.333,0.920,0.222,991.689,0.149,1476.975
1007,0.217,1012.154,0.151,1458.775,0.922,0.276,796.757,0.148,1483.036
1008,0.227,966.834,0.153,1431.704,1.016,0.295,745.624,0.146,1508.779
1009,0.269,817.046,0.151,1456.609,0.921,0.342,642.686,0.148,1485.924
1010,0.239,918.712,0.156,1404.183,0.920,0.339,647.901,0.146,1509.111
1011,0.218,1008.438,0.148,1484.318,0.947,0.291,754.141,0.146,1505.802
1012,0.233,944.492,0.150,1468.132,0.924,0.240,914.674,0.147,1494.983
1013,0.222,988.406,0.147,1498.899,0.920,0.287,764.639,0.149,1474.121
1014,0.223,985.568,0.151,1451.682,0.913,0.275,798.054,0.156,1411.109
1015,0.279,786.986,0.151,1452.296,0.938,0.299,734.616,0.148,1481.116
1016,0.280,785.546,0.148,1484.639,0.958,0.345,636.372,0.147,1492.059
1017,0.241,910.188,0.234,937.400,1.032,0.360,610.135,0.217,1011.260
1018,0.271,812.118,0.151,1452.603,0.948,0.299,734.066,0.150,1462.504
1019,0.253,868.073,0.148,1482.715,0.915,0.350,627.360,0.171,1285.131
1020,0.240,916.505,0.151,1451.375,0.977,0.340,646.194,0.150,1465.625
1021,0.278,791.613,0.151,1457.227,0.929,0.300,732.031,0.148,1487.533
1022,0.230,954.204,0.148,1481.755,0.943,0.305,720.434,0.150,1467.818
1023,0.245,895.702,0.151,1459.085,0.962,0.267,822.823,0.147,1491.087
1024,0.274,802.906,0.150,1461.881,0.987,0.307,715.479,0.150,1465.938
1025,0.220,997.596,0.152,1447.398,1.439,0.247,889.668,0.148,1480.797
1026,0.223,984.015,0.151,1459.085,0.924,0.238,923.283,0.151,1451.068
1027,0.220,997.741,0.151,1455.374,0.917,0.305,721.494,0.147,1496.286
1028,0.224,983.029,0.150,1461.570,0.919,0.233,944.622,0.148,1486.568
1029,0.251,875.600,0.150,1463.127,0.924,0.267,823.810,0.146,1502.835
1030,0.255,860.458,0.149,1475.705,0.935,0.293,749.368,0.150,1465.313
1031,0.223,984.579,0.148,1488.501,0.917,0.322,682.008,0.151,1459.085
1032,0.271,810.106,0.149,1473.805,0.909,0.251,876.159,0.147,1496.612
1033,0.229,957.531,0.151,1454.757,0.918,0.262,839.831,0.151,1457.227
1034,0.238,923.159,0.151,1459.706,0.950,0.256,858.414,0.150,1466.878
1035,0.235,934.084,0.146,1504.482,0.928,0.386,568.509,0.148,1482.715
1036,0.234,937.144,0.149,1470.963,0.923,0.291,756.134,0.149,1476.339
1037,0.220,998.612,0.149,1471.278,0.951,0.263,836.149,0.149,1474.438
1038,0.238,925.024,0.151,1454.449,0.942,0.374,586.826,0.149,1476.975
1039,0.229,957.932,0.151,1455.066,0.915,0.298,737.852,0.151,1456.609
1040,0.225,977.431,0.151,1453.833,0.929,0.245,897.576,0.149,1472.224
1041,0.233,942.030,0.148,1481.116,0.941,0.302,727.841,0.147,1495.308
1042,0.222,991.832,0.149,1478.247,0.934,0.270,813.079,0.147,1491.087
1043,0.232,946.053,0.148,1480.478,0.999,0.311,705.844,0.150,1461.259
1044,0.252,872.928,0.154,1426.055,0.918,0.412,533.275,0.147,1498.899
1045,0.273,805.544,0.149,1471.278,0.926,0.307,715.479,0.149,1476.022
1046,0.226,972.586,0.149,1477.928,0.920,0.241,913.335,0.148,1486.246
1047,0.270,813.176,0.150,1463.127,0.920,0.338,650.787,0.148,1482.395
1048,0.278,790.975,0.150,1463.127,0.918,0.312,703.963,0.147,1496.612
1049,0.262,839.625,0.149,1476.339,0.943,0.319,688.574,0.149,1472.540
1050,0.266,824.898,0.149,1477.292,0.923,0.352,624.110,0.146,1508.779
1051,0.220,1000.066,0.150,1460.327,0.934,0.389,565.419,0.150,1467.818
1052,0.227,969.564,0.150,1463.127,0.930,0.303,725.074,0.147,1496.286
1053,0.239,918.098,0.152,1448.314,0.954,0.307,714.660,0.150,1464.375
1054,0.214,1026.069,0.150,1460.637,0.910,0.322,683.093,0.148,1481.755
1055,0.235,933.576,0.148,1485.924,1.039,0.383,572.969,0.149,1479.521
1056,0.243,904.314,0.151,1458.156,0.951,0.403,545.346,0.150,1465.000
1057,0.240,914.552,0.148,1479.839,0.927,0.403,545.650,0.245,896.990
1058,0.291,754.555,0.151,1450.455,0.997,0.277,792.710,0.149,1471.278
1059,0.225,974.518,0.151,1459.395,0.929,0.348,631.456,0.148,1483.036
1060,0.222,991.260,0.150,1460.948,0.996,0.397,553.077,0.147,1492.059
1061,0.218,1008.883,0.148,1481.755,0.937,0.266,826.885,0.149,1470.648
1062,0.239,917.485,0.151,1454.449,0.973,0.310,709.052,0.148,1487.211
1063,0.261,841.065,0.150,1468.132,0.939,0.376,584.528,0.149,1473.172
1064,0.258,851.389,0.151,1458.156,0.947,0.321,684.523,0.146,1504.152
1065,0.230,955.266,0.150,1463.127,0.967,0.372,589.902,0.149,1478.247
1066,0.232,946.314,0.150,1467.191,0.945,0.230,954.602,0.147,1490.116
1067,0.229,960.612,0.150,1465.625,0.971,0.361,608.513,0.147,1498.899
1068,0.223,984.438,0.150,1460.327,0.916,0.327,672.852,0.147,1490.763
1069,0.279,788.794,0.152,1449.843,0.970,0.284,772.640,0.149,1471.909
1070,0.228,964.525,0.151,1458.775,0.964,0.267,822.428,0.149,1479.521
1071,0.221,996.294,0.150,1469.075,0.923,0.325,675.633,0.150,1466.878
1072,0.222,990.259,0.150,1460.327,1.034,0.260,846.456,0.150,1467.191
1073,0.275,798.890,0.148,1483.356,0.921,0.279,786.626,0.149,1474.754
1074,0.251,874.151,0.148,1481.436,0.948,0.342,642.025,0.148,1487.211
1075,0.263,836.047,0.151,1457.227,0.922,0.299,734.302,0.147,1493.682
1076,0.260,845.622,0.150,1469.389,0.946,0.232,945.142,0.150,1462.504
1077,0.242,906.822,0.149,1479.521,0.992,0.227,967.106,0.150,1468.132
1078,0.273,805.449,0.150,1462.192,1.003,0.296,743.042,0.147,1494.657
1079,0.216,1019.518,0.148,1481.436,0.936,0.294,746.841,0.149,1470.333
1080,0.221,992.262,0.151,1456.300,0.989,0.341,643.952,0.146,1506.793
1081,0.268,819.191,0.151,1454.141,0.972,0.289,761.417,0.148,1489.469
1082,0.266,827.483,0.148,1482.715,0.942,0.241,910.670,0.147,1494.657
1083,0.217,1013.499,0.151,1454.449,0.921,0.234,937.912,0.149,1476.339
1084,0.254,864.575,0.149,1474.754,0.922,0.239,919.450,0.149,1479.521
1085,0.829,264.899,0.151,1459.395,0.916,0.296,742.962,0.148,1486.889
1086,0.275,798.239,0.150,1466.878,0.925,0.245,895.702,0.152,1450.149
1087,0.243,903.719,0.151,1456.918,0.976,0.326,674.571,0.149,1474.121
1088,0.217,1014.547,0.148,1484.318,0.948,0.233,944.622,0.145,1511.104
1089,0.221,995.283,0.150,1464.063,0.912,0.383,574.358,0.148,1486.889
1090,0.242,906.582,0.150,1460.948,0.983,0.268,820.561,0.149,1471.909
1091,0.227,968.744,0.151,1454.141,0.918,0.249,880.992,0.149,1477.928
1092,0.234,940.224,0.151,1457.846,0.937,0.291,755.469,0.147,1494.332
1093,0.272,807.913,0.151,1450.762,1.001,0.376,584.329,0.150,1466.878
1094,0.250,879.075,0.151,1451.682,0.939,0.268,819.484,0.148,1488.501
1095,0.250,880.089,0.146,1502.178,0.931,0.284,773.685,0.148,1485.924
1096,0.234,939.581,0.148,1480.797,0.958,0.343,641.066,0.146,1507.786
1097,0.216,1019.064,0.150,1460.637,0.921,0.281,782.859,0.147,1494.983
1098,0.261,842.200,0.151,1456.300,0.915,0.259,848.863,0.147,1491.411
1099,0.238,922.539,0.148,1480.478,0.924,0.326,673.578,0.146,1502.507
1100,0.271,811.254,0.148,1486.889,0.949,0.342,642.265,0.147,1498.899
1101,0.253,868.182,0.151,1451.682,0.925,0.265,829.082,0.148,1488.501
1102,0.250,878.625,0.151,1450.455,0.919,0.318,691.904,0.147,1491.735
1103,0.218,1009.328,0.153,1436.797,0.945,0.417,526.407,0.151,1456.300
1104,0.243,905.984,0.150,1462.815,0.949,0.291,754.141,0.148,1483.677
1105,0.272,807.818,0.151,1459.085,0.919,0.375,585.276,0.149,1472.540
1106,0.233,941.642,0.151,1451.989,0.929,0.241,912.486,0.150,1467.191
1107,0.230,953.542,0.149,1477.928,0.943,0.284,773.511,0.149,1474.121
1108,0.219,1003.868,0.148,1483.677,0.918,0.233,944.362,0.148,1482.075
1109,0.247,890.822,0.151,1451.375,0.913,0.361,608.459,0.148,1486.246
1110,0.256,856.701,0.149,1479.202,0.986,0.259,847.815,0.148,1481.755
1111,0.223,985.427,0.146,1505.141,0.947,0.253,867.086,0.147,1498.572
1112,0.225,977.014,0.151,1458.775,0.990,0.272,806.395,0.147,1497.591
1113,0.269,816.269,0.151,1453.218,0.924,0.247,889.783,0.147,1490.116
1114,0.233,942.676,0.151,1459.085,0.918,0.287,764.979,0.150,1465.625
1115,0.262,837.781,0.151,1454.141,0.948,0.309,711.476,0.149,1479.202
1116,0.247,890.938,0.151,1451.989,0.947,0.347,634.080,0.148,1485.924
1117,0.290,758.138,0.150,1462.504,0.951,0.343,641.126,0.150,1465.625
1118,0.246,892.327,0.146,1502.835,1.018,0.327,672.523,0.146,1509.443
1119,0.260,845.727,0.150,1465.625,0.925,0.229,958.065,0.148,1481.755
1120,0.275,800.100,0.146,1502.178,1.016,0.271,811.350,0.148,1481.436
1121,0.244,900.401,0.151,1454.449,0.968,0.233,943.324,0.148,1485.924
1122,0.255,860.135,0.149,1479.521,0.924,0.381,576.916,0.203,1083.721
1123,0.241,910.429,0.151,1455.991,1.010,0.347,633.437,0.150,1460.637
1124,0.237,928.150,0.155,1413.432,1.012,0.344,639.275,0.220,996.583
1125,0.227,969.017,0.152,1442.836,0.936,0.414,530.105,0.150,1465.313
1126,0.253,867.634,0.152,1449.537,1.037,0.409,537.576,0.148,1488.501
1127,0.273,805.733,0.151,1454.141,0.922,0.280,784.110,0.147,1497.918
1128,0.226,972.173,0.148,1482.715,0.943,0.249,882.351,0.146,1500.537
1129,0.236,932.816,0.150,1466.565,1.020,0.235,934.084,0.149,1472.856
1130,0.270,814.430,0.150,1469.389,0.917,0.297,738.964,0.150,1469.389
1131,0.253,868.292,0.150,1467.505,0.918,0.246,893.604,0.150,1464.063
1132,0.227,968.197,0.151,1459.706,0.927,0.258,852.129,0.148,1486.568
1133,0.260,844.686,0.151,1459.085,1.066,0.404,544.050,0.187,1176.770
1134,0.227,966.834,0.151,1457.846,0.915,0.259,847.188,0.148,1483.356
1135,0.238,922.787,0.151,1453.833,0.923,0.385,570.730,0.148,1483.677
1136,0.259,848.339,0.149,1477.292,0.954,0.346,635.136,0.148,1482.395
1137,0.234,939.581,0.151,1452.296,0.917,0.330,665.612,0.148,1480.797
1138,0.230,955.532,0.149,1473.805,0.930,0.241,913.092,0.147,1491.087
1139,0.272,808.770,0.151,1452.911,0.984,0.232,948.143,0.152,1442.229
1140,0.220,998.321,0.170,1290.202,1.014,0.376,584.578,0.211,1042.109
1141,0.221,996.149,0.151,1455.683,1.012,0.360,610.623,0.203,1084.063
1142,0.256,857.021,0.151,1456.609,1.012,0.414,531.048,0.151,1454.449
1143,0.278,790.611,0.151,1454.757,0.918,0.233,944.492,0.148,1485.924
1144,0.260,845.518,0.146,1502.507,0.940,0.344,639.275,0.148,1488.178
1145,0.266,826.786,0.150,1466.565,0.936,0.301,731.018,0.149,1470.018
1146,0.254,866.648,0.149,1478.883,0.942,0.344,638.562,0.146,1507.454
1147,0.242,908.141,0.150,1461.570,0.933,0.328,670.814,0.148,1488.824
1148,0.229,958.600,0.149,1473.805,0.921,0.225,975.210,0.149,1478.883
1149,0.228,964.932,0.151,1455.066,0.919,0.239,919.450,0.149,1478.565
1150,0.274,803.094,0.151,1453.833,1.014,0.312,705.192,0.147,1490.763
1151,0.237,927.899,0.148,1483.356,1.070,0.245,897.107,0.150,1463.439
1152,0.267,822.921,0.149,1470.648,0.919,0.346,635.960,0.150,1469.075
1153,0.242,907.541,0.151,1450.455,1.088,0.592,371.320,0.150,1467.191
1154,0.234,937.016,0.151,1456.609,0.977,0.284,772.553,0.150,1467.505
1155,0.230,956.597,0.151,1451.989,0.927,0.221,992.549,0.149,1472.540
1156,0.219,1004.161,0.151,1451.989,0.983,0.328,670.749,0.146,1503.823
1157,0.225,977.014,0.151,1458.465,0.932,0.225,974.656,0.149,1472.856
1158,0.268,820.071,0.148,1483.677,0.953,0.292,751.253,0.146,1504.482
1159,0.232,947.097,0.150,1463.751,0.930,0.250,879.864,0.147,1498.572
1160,0.242,907.181,0.264,833.510,1.081,0.440,499.124,0.160,1374.666
1161,0.271,810.871,0.152,1449.537,0.939,0.311,706.135,0.158,1395.054
1162,0.244,899.457,0.149,1470.018,0.976,0.298,737.298,0.172,1274.398
1163,0.255,860.566,0.151,1458.156,0.923,0.382,575.225,0.149,1477.292
1164,0.217,1014.847,0.149,1471.909,0.969,0.244,899.929,0.149,1476.339
1165,0.269,817.532,0.151,1458.465,0.921,0.435,505.221,0.238,922.167
1166,0.259,848.654,0.153,1440.717,0.922,0.418,526.165,0.150,1466.251
1167,0.247,890.129,0.150,1463.751,0.915,0.378,581.361,0.150,1463.439
1168,0.233,942.935,0.149,1477.928,0.916,0.271,810.010,0.149,1470.333
1169,0.219,1004.455,0.151,1455.991,0.916,0.296,742.962,0.146,1502.835
1170,0.228,965.475,0.148,1481.116,0.946,0.272,808.008,0.148,1488.824
1171,0.235,935.484,0.150,1463.751,0.917,0.318,691.347,0.150,1467.505
1172,0.255,861.213,0.148,1481.436,0.985,0.389,564.629,0.148,1488.501
1173,0.270,813.947,0.150,1465.313,0.998,0.323,679.443,0.147,1490.440
1174,0.266,827.284,0.147,1499.226,0.987,0.404,544.136,0.147,1491.087
1175,0.264,831.491,0.151,1452.911,0.930,0.304,722.709,0.148,1488.178
1176,0.251,874.151,0.152,1445.874,0.929,0.440,499.706,0.147,1490.440
1177,0.223,984.862,0.150,1468.760,0.911,0.281,781.433,0.150,1469.075
1178,0.220,998.321,0.150,1463.439,0.915,0.317,692.742,0.148,1483.356
1179,0.249,883.032,0.150,1460.637,0.921,0.339,648.635,0.148,1488.501
1180,0.244,900.637,0.149,1470.648,0.923,0.246,891.747,0.148,1487.856
1181,0.256,859.059,0.148,1483.356,0.947,0.302,728.459,0.147,1496.286
1182,0.241,912.607,0.149,1472.224,0.956,0.222,988.975,0.149,1471.278
1183,0.243,903.481,0.151,1457.227,0.992,0.360,610.514,0.148,1486.568
1184,0.290,756.968,0.151,1458.156,0.990,0.396,555.224,0.148,1485.603
1185,0.286,769.006,0.151,1452.603,0.919,0.288,763.024,0.148,1481.755
1186,0.222,987.695,0.151,1450.762,0.933,0.279,787.980,0.147,1490.440
1187,0.219,1004.161,0.148,1482.075,0.947,0.296,741.118,0.149,1476.339
1188,0.220,999.775,0.151,1452.603,0.967,0.351,626.559,0.146,1502.178
1189,0.231,949.323,0.148,1480.797,1.016,0.257,855.633,0.149,1470.963
1190,0.274,801.875,0.151,1450.762,0.922,0.320,686.920,0.155,1416.056
1191,0.268,820.169,0.150,1465.625,1.012,0.243,903.481,0.150,1469.703
1192,0.271,810.201,0.151,1455.066,0.924,0.281,781.700,0.145,1510.771
1193,0.270,812.310,0.150,1462.192,0.922,0.286,767.974,0.148,1488.501
1194,0.263,834.929,0.150,1465.625,0.932,0.277,793.810,0.148,1486.568
1195,0.250,878.176,0.151,1455.991,0.969,0.288,762.431,0.149,1477.292
1196,0.245,895.936,0.151,1452.603,0.942,0.342,641.665,0.150,1462.504
1197,0.235,935.994,0.613,358.300,0.932,0.296,741.278,0.147,1492.383
1198,0.263,834.320,0.151,1452.911,0.920,0.277,793.718,0.148,1483.036
1199,0.240,917.240,0.152,1450.149,0.918,0.229,957.665,0.148,1481.436
1200,0.246,893.953,0.151,1456.609,0.925,0.311,705.699,0.147,1491.411
1201,0.219,1001.379,0.150,1468.446,0.935,0.297,740.319,0.147,1498.572
1202,0.264,831.391,0.148,1484.318,0.969,0.447,491.549,0.147,1496.286
1203,0.269,818.312,0.151,1455.374,0.926,0.238,923.531,0.150,1465.625
1204,0.253,869.281,0.151,1456.300,0.993,0.349,630.123,0.279,786.896
1205,0.230,957.131,0.150,1461.881,0.946,0.346,635.665,0.150,1462.504
1206,0.271,811.254,0.151,1451.375,0.925,0.343,639.811,0.147,1491.411
1207,0.261,841.374,0.150,1463.439,0.911,0.247,889.322,0.149,1474.121
1208,0.263,836.047,0.149,1476.975,0.914,0.285,772.293,0.148,1485.603
1209,0.228,961.688,0.151,1454.757,0.927,0.283,775.695,0.149,1473.488
1210,0.294,747.980,0.151,1458.156,0.920,0.325,675.832,0.148,1488.501
1211,0.270,814.816,0.151,1456.609,0.924,0.350,628.336,0.149,1478.247
1212,0.260,846.352,0.151,1455.991,0.911,0.364,603.114,0.148,1489.469
1213,0.772,284.502,0.148,1481.436,0.921,0.359,612.693,0.148,1479.839
1214,0.263,836.149,0.151,1455.683,0.921,0.353,623.260,0.148,1486.246
1215,0.263,835.640,0.151,1454.757,0.927,0.333,660.173,0.148,1489.469
1216,0.266,826.985,0.151,1452.911,0.919,0.345,636.490,0.149,1470.018
1217,0.229,959.270,0.151,1455.374,0.913,0.248,886.452,0.150,1463.751
1218,0.252,872.485,0.148,1485.603,0.926,0.365,602.797,0.147,1491.735
1219,0.234,938.297,0.149,1476.339,0.948,0.272,808.865,0.150,1461.259
1220,0.252,872.042,0.150,1461.881,0.926,0.231,951.956,0.146,1503.494
1221,0.273,804.129,0.149,1479.521,0.955,0.327,672.588,0.147,1493.682
1222,0.276,797.312,0.150,1467.818,0.920,0.299,734.537,0.147,1489.793
1223,0.245,895.702,0.152,1448.619,0.944,0.232,945.923,0.148,1485.924
1224,0.235,933.323,0.153,1432.302,0.986,0.605,363.170,0.203,1080.141
1225,0.226,974.242,0.150,1466.878,0.981,0.340,646.802,0.246,892.559
1226,0.261,842.406,0.151,1459.395,0.928,0.279,788.885,0.150,1465.625
1227,0.268,818.702,0.150,1469.075,0.926,0.269,815.881,0.147,1490.440
1228,0.223,984.015,0.206,1064.237,0.991,0.449,488.924,0.150,1465.938
1229,0.255,860.566,0.146,1502.507,0.917,0.278,790.065,0.149,1476.975
1230,0.228,961.688,0.146,1503.164,0.959,0.229,960.881,0.148,1487.856
1231,0.277,793.810,0.148,1480.797,0.941,0.330,666.776,0.147,1494.983
1232,0.268,819.582,0.148,1483.356,1.016,0.298,736.428,0.146,1502.507
1233,0.253,868.732,0.151,1458.156,0.937,0.283,775.170,0.148,1486.246
1234,0.268,818.995,0.148,1484.960,0.937,0.351,625.189,0.149,1473.172
1235,0.233,943.065,0.148,1481.436,0.993,0.242,906.582,0.148,1485.603
1236,0.254,866.648,0.148,1483.677,0.985,0.245,895.119,0.148,1486.568
1237,0.220,998.031,0.151,1456.918,0.939,0.252,870.273,0.148,1484.318
1238,0.259,849.283,0.151,1456.300,1.019,0.252,871.709,0.148,1485.924
1239,0.231,950.111,0.151,1453.526,0.948,0.396,555.269,0.148,1485.924
1240,0.257,856.060,0.148,1481.116,0.923,0.328,670.552,0.148,1487.211
1241,0.282,779.747,0.151,1453.526,0.963,0.341,644.375,0.149,1474.754
1242,0.258,851.812,0.146,1504.482,0.989,0.305,721.266,0.148,1486.568
1243,0.234,939.452,0.150,1460.637,1.011,0.255,861.213,0.147,1497.918
1244,0.248,885.994,0.237,927.022,0.917,0.357,615.219,0.148,1483.997
1245,0.231,950.769,0.151,1458.156,0.917,0.313,701.446,0.158,1390.252
1246,0.243,905.865,0.151,1459.395,0.993,0.340,646.620,0.148,1488.824
1247,0.232,948.930,0.151,1457.846,0.919,0.266,825.295,0.150,1467.505
1248,0.240,913.700,0.149,1474.754,0.921,0.345,636.490,0.150,1460.637
1249,0.267,824.304,0.148,1480.797,0.917,0.323,680.656,0.149,1474.438
1250,0.243,903.006,0.151,1455.374,0.925,0.322,682.958,0.148,1489.147
1251,0.234,937.016,0.151,1455.066,0.918,0.296,743.525,0.148,1487.211
1252,0.259,847.606,0.151,1459.395,0.922,0.249,882.918,0.149,1478.883
1253,0.274,802.156,0.151,1452.296,0.916,0.345,636.549,0.149,1470.963
1254,0.244,898.986,0.148,1484.318,0.921,0.244,900.637,0.148,1489.469
1255,0.257,856.167,0.149,1472.856,0.935,0.315,698.307,0.147,1492.383
1256,0.223,983.169,0.152,1450.149,0.918,0.241,911.275,0.148,1484.318
1257,0.269,817.922,0.149,1475.071,0.934,0.313,702.666,0.150,1465.938
1258,0.229,959.404,0.151,1452.296,0.951,0.272,809.246,0.148,1489.469
1259,0.222,990.973,0.151,1453.218,0.917,0.241,910.188,0.149,1470.333
1260,0.223,984.015,0.151,1452.603,0.926,0.306,716.899,0.160,1369.457
1261,0.259,846.979,0.151,1458.775,0.918,0.403,545.260,0.148,1487.533
1262,0.269,817.241,0.151,1458.775,0.939,0.268,821.150,0.150,1466.565
1263,0.217,1014.247,0.148,1484.639,0.920,0.380,578.325,0.148,1483.997
1264,0.264,831.290,0.148,1479.839,1.014,0.328,670.029,0.148,1480.797
1265,0.231,950.243,0.148,1481.755,0.938,0.236,931.297,0.150,1462.192
1266,0.229,959.002,0.148,1480.478,0.970,0.341,644.798,0.148,1489.147
1267,0.257,856.167,0.148,1486.568,0.923,0.334,656.888,0.147,1492.708
1268,0.271,810.488,0.150,1461.570,0.939,0.314,699.018,0.150,1468.446
1269,0.246,892.095,0.150,1467.818,0.941,0.250,878.850,0.149,1470.963
1270,0.264,833.207,0.151,1451.068,0.971,0.229,958.199,0.154,1428.726
1271,0.256,859.381,0.151,1458.775,0.914,0.310,709.491,0.147,1491.411
1272,0.221,994.130,0.151,1455.374,0.918,0.322,681.737,0.147,1489.793
1273,0.228,963.848,0.151,1454.141,0.968,0.254,865.883,0.148,1484.960
1274,0.227,966.290,0.151,1457.846,0.937,0.319,689.680,0.150,1462.504
1275,0.223,987.127,0.152,1446.483,0.918,0.471,466.249,0.149,1474.754
1276,0.238,923.904,0.151,1457.227,0.918,0.234,939.452,0.150,1460.327
1277,0.227,966.562,0.152,1447.093,0.916,0.259,849.073,0.151,1458.156
1278,0.225,976.181,0.151,1459.085,0.910,0.403,544.741,0.150,1466.878
1279,0.224,979.383,0.150,1460.327,0.930,0.260,846.248,0.149,1477.610
1280,0.244,898.986,0.149,1479.521,0.922,0.267,822.823,0.151,1453.526
1281,0.263,834.624,0.149,1477.928,0.930,0.232,945.272,0.149,1473.172
1282,0.270,812.502,0.149,1477.292,0.925,0.323,680.184,0.147,1495.960
1283,0.276,795.926,0.150,1460.016,0.928,0.247,889.092,0.147,1490.116
1284,0.270,814.816,0.146,1501.193,0.918,0.260,844.375,0.149,1479.521
1285,0.269,817.532,0.148,1479.839,0.919,0.302,728.227,0.146,1503.494
1286,0.304,721.721,0.153,1438.905,0.913,0.286,767.202,0.148,1487.533
1287,0.286,769.178,0.150,1460.948,0.922,0.403,545.390,0.151,1451.068
1288,0.231,951.164,0.151,1455.374,0.921,0.280,784.738,0.149,1476.975
1289,0.248,885.651,0.151,1457.537,0.911,0.271,811.542,0.148,1485.603
1290,0.274,802.906,0.205,1074.058,1.066,0.480,458.222,0.163,1347.685
1291,0.246,893.604,0.148,1482.075,0.962,0.261,843.234,0.145,1513.435
1292,0.224,980.082,0.149,1470.963,0.913,0.273,804.035,0.148,1480.158
1293,0.236,931.171,0.152,1448.619,0.920,0.292,753.479,0.171,1282.251
1294,0.242,908.381,0.152,1448.925,0.910,0.325,675.699,0.149,1477.292
1295,0.262,837.781,0.150,1464.688,0.926,0.238,922.787,0.149,1473.805
1296,0.233,944.882,0.161,1362.392,0.914,0.268,818.897,0.149,1478.883
1297,0.243,904.552,0.152,1442.533,0.919,0.242,909.223,0.149,1477.928
1298,0.227,969.701,0.151,1450.762,0.917,0.310,707.955,0.149,1476.339
1299,0.223,985.427,0.151,1455.066,0.989,0.337,652.395,0.149,1475.705
1300,0.262,840.242,0.148,1481.755,0.973,0.254,863.814,0.148,1485.281
1301,0.274,803.188,0.151,1457.537,0.943,0.780,281.724,0.219,1003.574
1302,0.227,968.334,0.149,1474.754,0.916,0.238,923.531,0.147,1493.032
1303,0.262,838.395,0.149,1476.975,0.986,0.266,826.089,0.149,1470.648
1304,0.273,805.827,0.151,1454.757,0.928,0.224,979.243,0.150,1463.439
1305,0.273,803.470,0.149,1471.593,0.916,0.277,792.436,0.149,1473.805
1306,0.214,1025.456,0.148,1480.797,0.922,0.408,539.053,0.157,1402.462
1307,0.257,856.060,0.149,1471.593,0.924,0.246,893.953,0.150,1467.505
1308,0.294,747.329,0.150,1464.375,0.920,0.282,778.863,0.147,1489.793
1309,0.224,982.325,0.152,1448.925,0.914,0.240,914.065,0.158,1393.355
1310,0.233,941.255,0.149,1472.224,0.922,0.279,787.709,0.148,1481.755
1311,0.236,931.424,0.149,1470.648,1.052,0.336,654.884,0.148,1480.478
1312,0.254,863.488,0.148,1482.395,0.923,0.344,638.384,0.149,1478.247
1313,0.274,801.781,0.151,1455.683,0.917,0.294,748.469,0.148,1483.677
1314,0.216,1017.705,0.148,1487.533,0.924,0.216,1016.048,0.148,1481.436
1315,0.261,842.924,0.151,1459.706,0.990,0.253,866.867,0.149,1473.805
1316,0.275,799.541,0.159,1382.415,0.920,0.275,798.890,0.150,1469.389
1317,0.240,917.117,0.303,726.302,0.980,0.284,774.034,0.149,1473.172
1318,0.269,817.241,0.149,1474.121,0.998,0.266,826.985,0.149,1478.247
1319,0.315,697.669,0.146,1501.849,0.914,0.301,729.620,0.148,1485.281
1320,0.260,845.622,0.148,1480.158,0.954,0.250,879.300,0.150,1467.505
1321,0.256,857.985,0.148,1484.960,0.942,0.250,877.839,0.146,1499.881
1322,0.245,896.755,0.151,1452.296,0.948,0.266,826.288,0.150,1460.948
1323,0.250,877.390,0.146,1504.812,0.940,0.335,655.384,0.146,1510.107
1324,0.268,821.346,0.150,1461.259,0.937,0.355,618.154,0.148,1486.889
1325,0.285,769.782,0.146,1503.494,0.958,0.375,585.675,0.147,1490.440
1326,0.222,987.979,0.147,1491.411,0.933,0.269,817.046,0.148,1483.677
1327,0.259,846.979,0.150,1461.570,1.339,0.227,967.924,0.151,1455.991
1328,0.260,846.039,0.154,1429.618,0.914,0.366,599.743,0.152,1446.178
1329,0.266,827.483,0.151,1452.911,0.923,0.320,686.028,0.148,1486.889
1330,0.278,789.792,0.149,1473.488,0.929,0.277,794.269,0.148,1487.856
1331,0.251,875.823,0.146,1503.164,0.919,0.241,910.308,0.151,1453.218
1332,0.242,906.582,0.151,1453.833,0.915,0.317,692.392,0.149,1473.172
1333,0.259,849.914,0.150,1466.565,0.948,0.296,741.438,0.147,1494.332
1334,0.256,857.021,0.149,1478.883,0.926,0.368,596.668,0.148,1484.639
