frame_id,elapsed_page_h2d_ms,bw_page_h2d_MBps,elapsed_pin_h2d_ms,bw_pin_h2d_MBps,elapsed_kernels_ms,elapsed_page_d2h_ms,bw_page_d2h_MBps,elapsed_pin_d2h_ms,bw_pin_d2h_MBps
1532,N/A,N/A,0.230,953.277,0.914,N/A,N/A,0.186,1180.615
1533,N/A,N/A,0.255,861.754,0.918,N/A,N/A,0.175,1258.745
1534,N/A,N/A,0.232,948.274,0.936,N/A,N/A,0.182,1206.970
1535,N/A,N/A,0.273,803.564,0.929,N/A,N/A,0.226,973.551
1536,N/A,N/A,0.256,857.771,0.994,N/A,N/A,0.189,1164.201
1537,N/A,N/A,0.267,822.035,0.991,N/A,N/A,0.220,998.902
1538,N/A,N/A,0.249,882.918,0.942,N/A,N/A,0.160,1373.016
1539,N/A,N/A,0.271,809.533,0.933,N/A,N/A,0.227,968.744
1540,N/A,N/A,0.288,763.788,0.996,N/A,N/A,0.227,967.924
1541,N/A,N/A,0.256,859.381,1.003,N/A,N/A,0.185,1186.531
1542,N/A,N/A,0.256,859.812,0.992,N/A,N/A,0.241,910.791
1543,N/A,N/A,0.263,835.742,0.940,N/A,N/A,0.188,1170.352
1544,N/A,N/A,0.233,944.232,0.914,N/A,N/A,0.183,1201.059
1545,N/A,N/A,0.250,877.502,0.974,N/A,N/A,0.189,1160.658
1546,N/A,N/A,0.230,955.001,0.945,N/A,N/A,0.184,1192.714
1547,N/A,N/A,0.266,827.383,0.995,N/A,N/A,0.218,1006.664
1548,N/A,N/A,0.230,955.001,0.951,N/A,N/A,0.197,1114.142
1549,N/A,N/A,0.272,806.585,0.996,N/A,N/A,0.156,1410.819
1550,N/A,N/A,0.256,857.235,1.106,N/A,N/A,0.280,785.995
1551,N/A,N/A,0.260,846.144,1.028,N/A,N/A,0.158,1395.054
1552,N/A,N/A,0.251,876.494,1.016,N/A,N/A,0.219,1003.134
1553,N/A,N/A,0.237,928.904,0.996,N/A,N/A,0.192,1143.076
1554,N/A,N/A,0.254,863.922,0.993,N/A,N/A,0.181,1214.872
1555,N/A,N/A,0.229,961.150,0.921,N/A,N/A,0.184,1192.300
1556,N/A,N/A,0.257,854.674,0.986,N/A,N/A,0.180,1218.537
1557,N/A,N/A,0.251,876.270,0.942,N/A,N/A,0.181,1212.084
1558,N/A,N/A,0.268,819.973,0.985,N/A,N/A,0.194,1129.909
1559,N/A,N/A,0.265,828.182,0.992,N/A,N/A,0.217,1013.050
1560,N/A,N/A,0.275,799.448,0.933,N/A,N/A,0.225,976.458
1561,N/A,N/A,0.266,825.097,0.968,N/A,N/A,0.225,975.072
1562,N/A,N/A,0.269,817.922,0.963,N/A,N/A,0.213,1030.999
1563,N/A,N/A,0.256,856.807,0.993,N/A,N/A,0.220,997.451
1564,N/A,N/A,0.261,841.477,0.941,N/A,N/A,0.231,951.164
1565,N/A,N/A,0.268,821.150,0.980,N/A,N/A,0.241,912.122
1566,N/A,N/A,0.216,1016.951,0.953,N/A,N/A,0.183,1202.110
1567,N/A,N/A,0.245,897.693,0.928,N/A,N/A,0.215,1020.882
1568,N/A,N/A,0.230,955.266,0.905,N/A,N/A,0.186,1180.615
1569,N/A,N/A,0.206,1067.712,1.040,N/A,N/A,0.184,1191.886
1570,N/A,N/A,0.247,890.129,0.943,N/A,N/A,0.203,1084.748
1571,N/A,N/A,0.245,898.163,0.945,N/A,N/A,0.185,1190.646
1572,N/A,N/A,0.235,933.196,0.957,N/A,N/A,0.185,1187.352
1573,N/A,N/A,0.214,1026.069,0.946,N/A,N/A,0.188,1166.574
1574,N/A,N/A,0.268,820.561,0.989,N/A,N/A,0.225,975.349
1575,N/A,N/A,0.266,825.295,1.026,N/A,N/A,0.236,929.532
1576,N/A,N/A,0.268,820.365,0.981,N/A,N/A,0.183,1199.171
1577,N/A,N/A,0.262,839.112,1.018,N/A,N/A,0.260,846.561
1578,N/A,N/A,0.227,968.744,0.935,N/A,N/A,0.180,1217.672
1579,N/A,N/A,0.255,861.754,0.933,N/A,N/A,0.213,1031.309
1580,N/A,N/A,0.256,859.381,0.944,N/A,N/A,0.230,954.602
1581,N/A,N/A,0.257,856.167,1.046,N/A,N/A,0.232,947.751
1582,N/A,N/A,0.263,835.945,0.982,N/A,N/A,0.184,1193.129
1583,N/A,N/A,0.222,990.259,0.949,N/A,N/A,0.183,1197.916
1584,N/A,N/A,0.257,856.487,1.020,N/A,N/A,0.270,813.272
1585,N/A,N/A,0.247,890.938,1.018,N/A,N/A,0.230,953.674
1586,N/A,N/A,0.276,795.742,1.041,N/A,N/A,0.233,941.642
1587,N/A,N/A,0.265,830.687,1.044,N/A,N/A,0.234,938.553
1588,N/A,N/A,0.264,832.398,1.044,N/A,N/A,0.216,1015.447
1589,N/A,N/A,0.269,817.727,1.023,N/A,N/A,0.233,944.622
1590,N/A,N/A,0.216,1019.367,0.964,N/A,N/A,0.187,1176.770
1591,N/A,N/A,0.269,816.754,0.995,N/A,N/A,0.232,946.967
1592,N/A,N/A,0.267,822.724,0.925,N/A,N/A,0.404,544.266
1593,N/A,N/A,0.267,824.205,0.980,N/A,N/A,0.223,984.156
1594,N/A,N/A,0.254,865.665,0.993,N/A,N/A,0.216,1015.748
1595,N/A,N/A,0.274,801.501,0.991,N/A,N/A,0.159,1384.645
1596,N/A,N/A,0.251,875.488,0.986,N/A,N/A,0.204,1078.783
1597,N/A,N/A,0.266,825.692,1.000,N/A,N/A,0.181,1212.298
1598,N/A,N/A,0.273,804.035,0.918,N/A,N/A,0.200,1098.984
1599,N/A,N/A,0.273,804.977,0.993,N/A,N/A,0.214,1028.374
1600,N/A,N/A,0.265,829.984,0.980,N/A,N/A,0.182,1205.911
1601,N/A,N/A,0.265,828.782,0.917,N/A,N/A,0.217,1013.200
1602,N/A,N/A,0.277,793.535,0.927,N/A,N/A,0.191,1150.160
1603,N/A,N/A,0.251,876.830,1.047,N/A,N/A,0.217,1010.813
1604,N/A,N/A,0.254,865.229,0.994,N/A,N/A,0.218,1007.107
1605,N/A,N/A,0.270,812.983,0.986,N/A,N/A,0.225,975.349
1606,N/A,N/A,0.220,998.757,0.916,N/A,N/A,0.215,1019.972
1607,N/A,N/A,0.272,807.913,0.925,N/A,N/A,0.211,1041.161
1608,N/A,N/A,0.266,826.587,0.988,N/A,N/A,0.185,1184.893
1609,N/A,N/A,0.267,822.133,0.929,N/A,N/A,0.187,1176.569
1610,N/A,N/A,0.251,877.054,0.925,N/A,N/A,0.181,1212.940
1611,N/A,N/A,0.238,924.651,1.004,N/A,N/A,0.188,1170.153
1612,N/A,N/A,0.216,1015.748,1.015,N/A,N/A,0.183,1197.498
1613,N/A,N/A,0.232,945.662,0.984,N/A,N/A,0.214,1024.844
1614,N/A,N/A,0.277,792.985,0.985,N/A,N/A,0.198,1111.617
1615,N/A,N/A,0.273,805.827,1.022,N/A,N/A,0.230,956.331
1616,N/A,N/A,0.255,862.403,0.987,N/A,N/A,0.246,893.488
1617,N/A,N/A,0.267,823.810,0.985,N/A,N/A,0.214,1028.066
1618,N/A,N/A,0.267,821.936,0.974,N/A,N/A,0.212,1036.133
1619,N/A,N/A,0.240,915.039,0.964,N/A,N/A,0.184,1194.997
1620,N/A,N/A,0.229,960.881,0.925,N/A,N/A,0.156,1408.793
1621,N/A,N/A,0.237,925.648,0.955,N/A,N/A,0.177,1240.328
1622,N/A,N/A,0.205,1074.226,1.013,N/A,N/A,0.231,950.243
1623,N/A,N/A,0.224,980.782,0.931,N/A,N/A,0.202,1087.669
1624,N/A,N/A,0.266,824.700,0.986,N/A,N/A,0.220,997.162
1625,N/A,N/A,0.264,831.189,0.988,N/A,N/A,0.221,995.571
1626,N/A,N/A,0.265,830.687,0.992,N/A,N/A,0.215,1023.774
1627,N/A,N/A,0.256,857.878,1.019,N/A,N/A,0.224,978.825
1628,N/A,N/A,0.248,884.966,0.979,N/A,N/A,0.229,961.554
1629,N/A,N/A,0.227,965.882,0.999,N/A,N/A,0.213,1030.226
1630,N/A,N/A,0.251,876.494,0.981,N/A,N/A,0.222,988.975
1631,N/A,N/A,0.269,816.269,0.978,N/A,N/A,0.162,1353.530
1632,N/A,N/A,0.238,923.780,1.019,N/A,N/A,0.167,1316.674
1633,N/A,N/A,0.272,807.154,0.980,N/A,N/A,0.228,964.119
1634,N/A,N/A,0.265,829.583,0.995,N/A,N/A,0.260,843.856
1635,N/A,N/A,0.247,888.287,0.987,N/A,N/A,0.215,1020.731
1636,N/A,N/A,0.221,996.005,0.959,N/A,N/A,0.157,1401.603
1637,N/A,N/A,0.260,844.582,0.919,N/A,N/A,0.183,1201.269
1638,N/A,N/A,0.247,889.552,0.931,N/A,N/A,0.243,905.865
1639,N/A,N/A,0.238,924.900,0.924,N/A,N/A,0.229,957.531
1640,N/A,N/A,0.212,1038.641,0.921,N/A,N/A,0.183,1203.164
1641,N/A,N/A,0.267,822.527,0.991,N/A,N/A,0.157,1397.041
1642,N/A,N/A,0.225,977.431,0.996,N/A,N/A,0.186,1182.037
1643,N/A,N/A,0.263,836.760,0.919,N/A,N/A,0.160,1369.730
1644,N/A,N/A,0.228,962.902,1.007,N/A,N/A,0.184,1193.129
1645,N/A,N/A,0.271,811.830,0.920,N/A,N/A,0.157,1403.035
1646,N/A,N/A,0.288,762.346,0.944,N/A,N/A,0.190,1157.333
1647,N/A,N/A,0.275,799.168,0.976,N/A,N/A,0.183,1199.381
1648,N/A,N/A,0.272,809.151,0.979,N/A,N/A,0.217,1010.813
1649,N/A,N/A,0.267,822.527,0.961,N/A,N/A,0.221,996.149
1650,N/A,N/A,0.239,919.204,0.947,N/A,N/A,0.181,1215.948
1651,N/A,N/A,0.265,827.683,0.984,N/A,N/A,0.221,996.149
1652,N/A,N/A,0.244,902.057,0.961,N/A,N/A,0.158,1387.723
1653,N/A,N/A,0.250,878.850,0.984,N/A,N/A,0.182,1204.641
1654,N/A,N/A,0.273,805.071,0.958,N/A,N/A,0.221,993.267
1655,N/A,N/A,0.291,754.555,0.921,N/A,N/A,0.221,992.549
1656,N/A,N/A,0.254,863.922,0.977,N/A,N/A,0.218,1008.734
1657,N/A,N/A,0.225,974.795,0.927,N/A,N/A,0.186,1183.872
1658,N/A,N/A,0.239,920.560,0.915,N/A,N/A,0.212,1035.664
1659,N/A,N/A,0.263,834.422,0.996,N/A,N/A,0.257,854.781
1660,N/A,N/A,0.265,829.082,0.984,N/A,N/A,0.229,960.343
1661,N/A,N/A,0.227,966.970,0.920,N/A,N/A,0.183,1202.531
1662,N/A,N/A,0.221,993.986,0.934,N/A,N/A,0.160,1371.919
1663,N/A,N/A,0.259,848.758,0.957,N/A,N/A,0.185,1190.646
1664,N/A,N/A,0.228,963.037,0.904,N/A,N/A,0.157,1400.174
1665,N/A,N/A,0.243,905.148,0.922,N/A,N/A,0.157,1400.460
1666,N/A,N/A,0.215,1020.882,0.985,N/A,N/A,0.221,994.562
1667,N/A,N/A,0.266,824.700,0.946,N/A,N/A,0.221,992.406
1668,N/A,N/A,0.238,923.159,1.015,N/A,N/A,0.227,967.379
1669,N/A,N/A,0.273,804.883,0.969,N/A,N/A,0.229,959.941
1670,N/A,N/A,0.273,805.166,0.971,N/A,N/A,0.183,1197.498
1671,N/A,N/A,0.256,859.381,0.942,N/A,N/A,0.160,1377.423
1672,N/A,N/A,0.225,978.267,0.962,N/A,N/A,0.192,1144.219
1673,N/A,N/A,0.268,819.875,0.958,N/A,N/A,0.188,1170.751
1674,N/A,N/A,0.252,871.599,0.909,N/A,N/A,0.221,995.283
1675,N/A,N/A,0.267,821.543,0.983,N/A,N/A,0.225,974.518
1676,N/A,N/A,0.263,834.117,0.984,N/A,N/A,0.224,979.802
1677,N/A,N/A,0.265,829.182,0.951,N/A,N/A,0.157,1403.322
1678,N/A,N/A,0.266,826.786,1.001,N/A,N/A,0.179,1229.006
1679,N/A,N/A,0.245,897.576,0.919,N/A,N/A,0.195,1124.358
1680,N/A,N/A,0.262,837.781,0.952,N/A,N/A,0.231,950.243
1681,N/A,N/A,0.278,790.611,0.937,N/A,N/A,0.215,1022.555
1682,N/A,N/A,0.224,982.325,0.984,N/A,N/A,0.157,1401.890
1683,N/A,N/A,0.265,827.982,0.987,N/A,N/A,0.157,1396.756
1684,N/A,N/A,0.265,830.285,0.930,N/A,N/A,0.227,966.698
1685,N/A,N/A,0.271,811.926,0.926,N/A,N/A,0.157,1400.174
1686,N/A,N/A,0.273,805.544,0.993,N/A,N/A,0.203,1083.208
1687,N/A,N/A,0.264,832.298,0.967,N/A,N/A,0.208,1056.703
1688,N/A,N/A,0.250,879.864,0.909,N/A,N/A,0.187,1175.159
1689,N/A,N/A,0.265,827.782,1.017,N/A,N/A,0.218,1008.883
1690,N/A,N/A,0.264,832.802,0.989,N/A,N/A,0.216,1018.762
1691,N/A,N/A,0.251,875.042,0.977,N/A,N/A,0.182,1208.032
1692,N/A,N/A,0.263,835.539,0.988,N/A,N/A,0.225,977.988
1693,N/A,N/A,0.263,835.335,0.983,N/A,N/A,0.213,1029.917
1694,N/A,N/A,0.249,882.691,0.924,N/A,N/A,0.191,1147.469
1695,N/A,N/A,0.269,818.117,0.993,N/A,N/A,0.233,944.102
1696,N/A,N/A,0.244,899.575,0.984,N/A,N/A,0.205,1069.375
1697,N/A,N/A,0.269,816.949,0.942,N/A,N/A,0.231,950.638
1698,N/A,N/A,0.246,893.721,1.015,N/A,N/A,0.227,969.701
1699,N/A,N/A,0.218,1006.074,0.981,N/A,N/A,0.200,1101.276
1700,N/A,N/A,0.266,824.898,0.927,N/A,N/A,0.186,1178.791
1701,N/A,N/A,0.218,1007.107,0.941,N/A,N/A,0.187,1176.972
1702,N/A,N/A,0.223,983.874,0.948,N/A,N/A,0.226,972.035
1703,N/A,N/A,0.280,785.995,0.989,N/A,N/A,0.235,934.084
1704,N/A,N/A,0.227,966.018,0.994,N/A,N/A,0.182,1206.122
1705,N/A,N/A,0.276,794.729,0.924,N/A,N/A,0.182,1205.064
1706,N/A,N/A,0.263,834.016,0.988,N/A,N/A,0.209,1050.399
1707,N/A,N/A,0.218,1009.624,0.911,N/A,N/A,0.185,1190.233
1708,N/A,N/A,0.250,878.288,0.912,N/A,N/A,0.268,820.561
1709,N/A,N/A,0.252,870.604,0.979,N/A,N/A,0.218,1006.369
1710,N/A,N/A,0.261,841.993,0.948,N/A,N/A,0.175,1254.605
1711,N/A,N/A,0.257,854.568,0.987,N/A,N/A,0.225,978.267
1712,N/A,N/A,0.258,852.552,0.984,N/A,N/A,0.216,1018.158
1713,N/A,N/A,0.270,812.983,0.983,N/A,N/A,0.212,1038.641
1714,N/A,N/A,0.249,882.464,0.941,N/A,N/A,0.183,1199.171
1715,N/A,N/A,0.267,823.415,0.974,N/A,N/A,0.225,977.710
1716,N/A,N/A,0.236,929.532,0.946,N/A,N/A,0.158,1393.921
1717,N/A,N/A,0.253,869.722,0.984,N/A,N/A,0.227,969.427
1718,N/A,N/A,0.271,811.830,0.922,N/A,N/A,0.216,1016.500
1719,N/A,N/A,0.222,989.403,0.932,N/A,N/A,0.158,1389.971
1720,N/A,N/A,0.254,865.556,0.920,N/A,N/A,0.231,950.901
1721,N/A,N/A,0.266,825.791,0.982,N/A,N/A,0.222,988.690
1722,N/A,N/A,0.291,756.051,1.004,N/A,N/A,0.199,1106.600
1723,N/A,N/A,0.235,935.357,0.946,N/A,N/A,0.190,1155.774
1724,N/A,N/A,0.215,1019.670,0.922,N/A,N/A,0.220,999.921
1725,N/A,N/A,0.278,790.065,1.006,N/A,N/A,0.214,1025.303
1726,N/A,N/A,0.253,866.867,0.988,N/A,N/A,0.237,926.147
1727,N/A,N/A,0.268,818.897,0.961,N/A,N/A,0.211,1039.899
1728,N/A,N/A,0.261,840.859,0.988,N/A,N/A,0.192,1141.935
1729,N/A,N/A,0.288,762.601,0.982,N/A,N/A,0.213,1029.917
1730,N/A,N/A,0.265,828.882,0.972,N/A,N/A,0.233,941.642
1731,N/A,N/A,0.260,843.752,0.929,N/A,N/A,0.174,1263.145
1732,N/A,N/A,0.270,814.043,0.989,N/A,N/A,0.183,1202.110
1733,N/A,N/A,0.270,815.300,0.995,N/A,N/A,0.217,1011.260
1734,N/A,N/A,0.246,892.095,0.960,N/A,N/A,0.204,1074.563
1735,N/A,N/A,0.254,865.229,0.922,N/A,N/A,0.180,1219.402
1736,N/A,N/A,0.271,809.628,0.997,N/A,N/A,0.223,984.579
1737,N/A,N/A,0.259,849.914,0.960,N/A,N/A,0.191,1151.317
1738,N/A,N/A,0.254,865.883,0.923,N/A,N/A,0.269,815.493
1739,N/A,N/A,0.268,821.346,1.022,N/A,N/A,0.230,957.264
1740,N/A,N/A,0.269,817.727,0.922,N/A,N/A,0.208,1057.517
1741,N/A,N/A,0.262,839.010,1.001,N/A,N/A,0.182,1207.183
1742,N/A,N/A,0.269,816.463,1.003,N/A,N/A,0.182,1207.183
1743,N/A,N/A,0.225,974.518,0.937,N/A,N/A,0.159,1384.645
1744,N/A,N/A,0.223,987.411,0.928,N/A,N/A,0.184,1197.081
1745,N/A,N/A,0.250,878.850,0.921,N/A,N/A,0.158,1390.252
1746,N/A,N/A,0.252,870.604,0.985,N/A,N/A,0.232,948.013
1747,N/A,N/A,0.237,925.897,0.923,N/A,N/A,0.159,1377.976
1748,N/A,N/A,0.248,885.994,0.916,N/A,N/A,0.169,1296.536
1749,N/A,N/A,0.251,873.817,0.913,N/A,N/A,0.227,968.470
1750,N/A,N/A,0.230,953.674,0.951,N/A,N/A,0.156,1404.183
1751,N/A,N/A,0.272,808.294,0.991,N/A,N/A,0.188,1170.951
1752,N/A,N/A,0.275,798.890,0.984,N/A,N/A,0.180,1217.672
1753,N/A,N/A,0.270,814.719,1.018,N/A,N/A,0.156,1407.349
1754,N/A,N/A,0.263,834.219,0.990,N/A,N/A,0.216,1016.349
1755,N/A,N/A,0.265,828.882,0.950,N/A,N/A,0.220,1000.649
1756,N/A,N/A,0.267,822.133,0.943,N/A,N/A,0.181,1211.229
1757,N/A,N/A,0.265,827.982,0.967,N/A,N/A,0.211,1042.425
1758,N/A,N/A,0.268,820.071,0.923,N/A,N/A,0.224,978.964
1759,N/A,N/A,0.277,792.893,0.966,N/A,N/A,0.187,1176.569
1760,N/A,N/A,0.260,846.456,0.922,N/A,N/A,0.222,990.545
1761,N/A,N/A,0.260,843.856,0.996,N/A,N/A,0.189,1160.855
1762,N/A,N/A,0.267,821.838,0.952,N/A,N/A,0.215,1022.707
1763,N/A,N/A,0.266,827.284,0.995,N/A,N/A,0.226,971.073
1764,N/A,N/A,0.227,969.427,0.925,N/A,N/A,0.219,1002.988
1765,N/A,N/A,0.264,833.207,1.000,N/A,N/A,0.230,957.131
1766,N/A,N/A,0.272,806.585,0.998,N/A,N/A,0.159,1385.483
1767,N/A,N/A,0.225,975.210,0.939,N/A,N/A,0.156,1408.215
1768,N/A,N/A,0.266,825.891,1.020,N/A,N/A,0.199,1106.779
1769,N/A,N/A,0.263,836.556,1.003,N/A,N/A,0.208,1056.215
1770,N/A,N/A,0.253,868.732,0.990,N/A,N/A,0.228,962.632
1771,N/A,N/A,0.267,824.008,0.988,N/A,N/A,0.178,1234.308
1772,N/A,N/A,0.217,1014.847,0.935,N/A,N/A,0.158,1389.127
1773,N/A,N/A,0.275,798.425,0.994,N/A,N/A,0.278,789.429
1774,N/A,N/A,0.255,862.945,0.945,N/A,N/A,0.181,1210.801
1775,N/A,N/A,0.268,819.973,0.951,N/A,N/A,0.209,1051.525
1776,N/A,N/A,0.218,1008.142,0.946,N/A,N/A,0.187,1175.964
1777,N/A,N/A,0.251,875.265,0.931,N/A,N/A,0.155,1418.103
1778,N/A,N/A,0.272,807.723,1.020,N/A,N/A,0.187,1174.355
1779,N/A,N/A,0.259,849.704,0.960,N/A,N/A,0.156,1405.908
1780,N/A,N/A,0.276,797.127,0.983,N/A,N/A,0.246,893.255
1781,N/A,N/A,0.225,975.349,0.947,N/A,N/A,0.192,1141.555
1782,N/A,N/A,0.226,971.485,0.953,N/A,N/A,0.184,1196.038
1783,N/A,N/A,0.255,861.538,0.992,N/A,N/A,0.230,956.731
1784,N/A,N/A,0.259,847.188,0.951,N/A,N/A,0.158,1390.815
1785,N/A,N/A,0.245,898.515,0.959,N/A,N/A,0.158,1389.689
1786,N/A,N/A,0.218,1006.074,0.923,N/A,N/A,0.187,1175.964
1787,N/A,N/A,0.225,976.320,0.944,N/A,N/A,0.180,1223.313
1788,N/A,N/A,0.271,812.022,0.983,N/A,N/A,0.183,1200.010
1789,N/A,N/A,0.266,825.394,0.986,N/A,N/A,0.215,1023.774
1790,N/A,N/A,0.248,885.537,0.926,N/A,N/A,0.157,1400.174
1791,N/A,N/A,0.254,864.357,0.927,N/A,N/A,0.159,1381.580
1792,N/A,N/A,0.239,918.958,0.913,N/A,N/A,0.185,1184.893
1793,N/A,N/A,0.268,819.386,0.918,N/A,N/A,0.224,978.964
1794,N/A,N/A,0.233,943.972,0.998,N/A,N/A,0.159,1378.806
1795,N/A,N/A,0.275,797.590,0.958,N/A,N/A,0.193,1137.772
1796,N/A,N/A,0.222,989.973,0.945,N/A,N/A,0.224,982.607
1797,N/A,N/A,0.216,1015.447,1.019,N/A,N/A,0.183,1199.590
1798,N/A,N/A,0.230,954.735,0.980,N/A,N/A,0.157,1398.179
1799,N/A,N/A,0.234,939.324,0.947,N/A,N/A,0.192,1145.555
1800,N/A,N/A,0.232,946.836,0.918,N/A,N/A,0.170,1290.687
1801,N/A,N/A,0.225,978.546,0.944,N/A,N/A,0.244,899.575
1802,N/A,N/A,0.248,886.452,1.021,N/A,N/A,0.193,1137.961
1803,N/A,N/A,0.260,843.960,0.991,N/A,N/A,0.192,1142.885
1804,N/A,N/A,0.243,905.626,0.925,N/A,N/A,0.184,1197.081
1805,N/A,N/A,0.235,936.250,0.913,N/A,N/A,0.194,1130.467
1806,N/A,N/A,0.229,959.941,0.933,N/A,N/A,0.163,1345.836
1807,N/A,N/A,0.232,945.532,0.921,N/A,N/A,0.160,1372.193
1808,N/A,N/A,0.221,995.716,0.953,N/A,N/A,0.194,1134.201
1809,N/A,N/A,0.222,989.260,0.906,N/A,N/A,0.157,1395.337
1810,N/A,N/A,0.231,952.616,0.953,N/A,N/A,0.184,1194.997
1811,N/A,N/A,0.254,865.883,0.924,N/A,N/A,0.163,1344.782
1812,N/A,N/A,0.273,805.166,0.986,N/A,N/A,0.154,1422.215
1813,N/A,N/A,0.236,930.288,0.922,N/A,N/A,0.200,1097.930
1814,N/A,N/A,0.251,875.935,0.983,N/A,N/A,0.224,981.202
1815,N/A,N/A,0.217,1012.304,0.994,N/A,N/A,0.232,947.620
1816,N/A,N/A,0.251,875.377,0.955,N/A,N/A,0.232,948.930
1817,N/A,N/A,0.257,856.060,0.924,N/A,N/A,0.194,1131.398
1818,N/A,N/A,0.232,945.272,0.925,N/A,N/A,0.195,1128.980
1819,N/A,N/A,0.233,943.065,0.942,N/A,N/A,0.156,1407.349
1820,N/A,N/A,0.249,882.011,0.929,N/A,N/A,0.196,1122.337
1821,N/A,N/A,0.241,912.122,0.977,N/A,N/A,0.196,1119.592
1822,N/A,N/A,0.264,831.391,0.997,N/A,N/A,0.193,1140.607
1823,N/A,N/A,0.233,943.194,0.921,N/A,N/A,0.158,1394.771
1824,N/A,N/A,0.240,914.430,0.925,N/A,N/A,0.195,1126.757
1825,N/A,N/A,0.237,928.778,0.925,N/A,N/A,0.161,1366.731
1826,N/A,N/A,0.230,954.602,0.943,N/A,N/A,0.191,1147.853
1827,N/A,N/A,0.233,942.676,0.948,N/A,N/A,0.157,1399.318
1828,N/A,N/A,0.221,994.994,0.939,N/A,N/A,0.160,1369.457
1829,N/A,N/A,0.234,940.353,0.922,N/A,N/A,0.158,1393.355
1830,N/A,N/A,0.261,841.993,0.988,N/A,N/A,0.158,1393.073
1831,N/A,N/A,0.270,814.140,0.970,N/A,N/A,0.192,1146.703
1832,N/A,N/A,0.231,952.880,0.955,N/A,N/A,0.203,1083.892
1833,N/A,N/A,0.228,962.902,0.934,N/A,N/A,0.239,921.177
1834,N/A,N/A,0.226,970.387,0.917,N/A,N/A,0.159,1379.083
1835,N/A,N/A,0.222,990.116,0.918,N/A,N/A,0.184,1193.129
1836,N/A,N/A,0.225,977.431,0.947,N/A,N/A,0.191,1150.546
1837,N/A,N/A,0.238,922.415,0.947,N/A,N/A,0.240,916.750
1838,N/A,N/A,0.238,925.149,0.948,N/A,N/A,0.156,1412.560
1839,N/A,N/A,0.216,1018.460,1.044,N/A,N/A,0.156,1408.215
1840,N/A,N/A,0.247,889.322,0.964,N/A,N/A,0.204,1077.091
1841,N/A,N/A,0.249,881.445,0.924,N/A,N/A,0.192,1144.219
1842,N/A,N/A,0.241,912.122,0.951,N/A,N/A,0.187,1175.562
1843,N/A,N/A,0.240,914.065,0.924,N/A,N/A,0.189,1164.201
1844,N/A,N/A,0.265,830.184,1.018,N/A,N/A,0.192,1147.277
1845,N/A,N/A,0.237,926.022,0.908,N/A,N/A,0.158,1390.534
1846,N/A,N/A,0.227,967.788,0.952,N/A,N/A,0.197,1113.780
1847,N/A,N/A,0.224,981.904,0.911,N/A,N/A,0.183,1203.796
1848,N/A,N/A,0.254,865.993,1.021,N/A,N/A,0.180,1219.186
1849,N/A,N/A,0.249,881.332,0.962,N/A,N/A,0.198,1110.179
1850,N/A,N/A,0.238,923.283,0.948,N/A,N/A,0.195,1126.572
1851,N/A,N/A,0.220,1000.358,0.950,N/A,N/A,0.192,1146.320
1852,N/A,N/A,0.211,1039.112,0.919,N/A,N/A,0.218,1009.476
1853,N/A,N/A,0.250,877.951,1.023,N/A,N/A,0.157,1399.318
1854,N/A,N/A,0.234,939.324,0.926,N/A,N/A,0.183,1198.962
1855,N/A,N/A,0.237,925.523,0.948,N/A,N/A,0.192,1146.320
1856,N/A,N/A,0.246,891.863,0.921,N/A,N/A,0.157,1401.317
1857,N/A,N/A,0.259,849.914,0.974,N/A,N/A,0.157,1401.603
1858,N/A,N/A,0.231,949.192,0.922,N/A,N/A,0.156,1405.045
1859,N/A,N/A,0.247,890.938,0.971,N/A,N/A,0.159,1383.529
1860,N/A,N/A,0.239,918.835,0.945,N/A,N/A,0.183,1199.171
1861,N/A,N/A,0.253,869.062,0.926,N/A,N/A,0.184,1195.622
1862,N/A,N/A,0.248,884.510,0.945,N/A,N/A,0.202,1089.913
1863,N/A,N/A,0.235,934.720,0.953,N/A,N/A,0.194,1130.095
1864,N/A,N/A,0.232,947.489,0.922,N/A,N/A,0.198,1111.257
1865,N/A,N/A,0.230,955.798,0.928,N/A,N/A,0.160,1377.147
1866,N/A,N/A,0.249,883.941,0.926,N/A,N/A,0.181,1213.583
1867,N/A,N/A,0.244,900.991,0.915,N/A,N/A,0.195,1125.648
1868,N/A,N/A,0.234,937.144,0.903,N/A,N/A,0.159,1385.763
1869,N/A,N/A,0.234,940.224,0.952,N/A,N/A,0.192,1144.219
1870,N/A,N/A,0.231,949.849,0.908,N/A,N/A,0.182,1209.948
1871,N/A,N/A,0.222,991.260,0.930,N/A,N/A,0.160,1375.492
1872,N/A,N/A,0.266,824.700,0.953,N/A,N/A,0.191,1147.661
1873,N/A,N/A,0.224,979.523,0.938,N/A,N/A,0.168,1311.393
1874,N/A,N/A,0.238,921.796,0.966,N/A,N/A,0.192,1144.028
1875,N/A,N/A,0.251,876.606,0.920,N/A,N/A,0.157,1403.322
1876,N/A,N/A,0.236,930.288,0.928,N/A,N/A,0.159,1383.529
1877,N/A,N/A,0.240,914.065,0.945,N/A,N/A,0.159,1379.360
1878,N/A,N/A,0.228,962.227,0.921,N/A,N/A,0.185,1185.916
1879,N/A,N/A,0.236,932.182,0.962,N/A,N/A,0.157,1402.462
