frame_id,elapsed_page_h2d_ms,bw_page_h2d_MBps,elapsed_pin_h2d_ms,bw_pin_h2d_MBps,elapsed_kernels_ms,elapsed_page_d2h_ms,bw_page_d2h_MBps,elapsed_pin_d2h_ms,bw_pin_d2h_MBps
2625,N/A,N/A,0.221,994.706,0.926,N/A,N/A,0.159,1380.192
2626,N/A,N/A,0.247,890.938,0.921,N/A,N/A,0.160,1376.319
2627,N/A,N/A,0.224,981.202,0.922,N/A,N/A,0.204,1077.091
2628,N/A,N/A,0.259,846.874,0.948,N/A,N/A,0.158,1391.943
2629,N/A,N/A,0.239,917.975,0.994,N/A,N/A,0.192,1142.125
2630,N/A,N/A,0.266,824.799,0.915,N/A,N/A,0.187,1172.150
2631,N/A,N/A,0.270,814.719,0.940,N/A,N/A,0.181,1211.442
2632,N/A,N/A,0.265,829.482,1.024,N/A,N/A,0.161,1368.910
2633,N/A,N/A,0.237,927.774,0.962,N/A,N/A,0.157,1397.894
2634,N/A,N/A,0.262,837.475,0.915,N/A,N/A,0.183,1199.171
2635,N/A,N/A,0.235,933.323,0.927,N/A,N/A,0.161,1366.459
2636,N/A,N/A,0.235,936.122,0.902,N/A,N/A,0.210,1046.237
2637,N/A,N/A,0.227,969.427,0.913,N/A,N/A,0.191,1147.661
2638,N/A,N/A,0.237,926.772,0.924,N/A,N/A,0.221,994.274
2639,N/A,N/A,0.228,965.068,0.927,N/A,N/A,0.187,1173.352
2640,N/A,N/A,0.269,815.493,0.923,N/A,N/A,0.156,1404.758
2641,N/A,N/A,0.260,846.248,0.918,N/A,N/A,0.158,1392.225
2642,N/A,N/A,0.244,900.873,0.929,N/A,N/A,0.160,1375.767
2643,N/A,N/A,0.236,929.406,0.916,N/A,N/A,0.194,1133.078
2644,N/A,N/A,0.236,930.162,0.911,N/A,N/A,0.157,1403.322
2645,N/A,N/A,0.248,886.910,0.925,N/A,N/A,0.158,1388.004
2646,N/A,N/A,0.273,805.071,0.987,N/A,N/A,0.160,1372.742
2647,N/A,N/A,0.257,856.273,0.923,N/A,N/A,0.157,1402.176
2648,N/A,N/A,0.283,775.608,0.922,N/A,N/A,0.158,1394.204
2649,N/A,N/A,0.274,801.969,0.909,N/A,N/A,0.161,1363.745
2650,N/A,N/A,0.231,950.374,0.932,N/A,N/A,0.182,1205.276
2651,N/A,N/A,0.290,757.218,1.003,N/A,N/A,0.156,1405.333
2652,N/A,N/A,0.245,898.163,0.921,N/A,N/A,0.192,1146.703
2653,N/A,N/A,0.248,886.223,0.924,N/A,N/A,0.168,1311.644
2654,N/A,N/A,0.224,979.802,0.923,N/A,N/A,0.155,1415.472
2655,N/A,N/A,0.238,922.415,0.924,N/A,N/A,0.201,1093.210
2656,N/A,N/A,0.249,883.827,0.920,N/A,N/A,0.172,1280.338
2657,N/A,N/A,0.273,804.317,0.930,N/A,N/A,0.156,1407.926
2658,N/A,N/A,0.217,1011.409,0.960,N/A,N/A,0.186,1180.006
2659,N/A,N/A,0.239,919.943,0.925,N/A,N/A,0.159,1383.808
2660,N/A,N/A,0.237,926.897,1.068,N/A,N/A,0.292,752.818
2661,N/A,N/A,0.248,886.910,0.925,N/A,N/A,0.160,1372.467
2662,N/A,N/A,0.270,815.300,0.921,N/A,N/A,0.185,1188.174
2663,N/A,N/A,0.253,867.744,0.920,N/A,N/A,0.228,963.713
2664,N/A,N/A,0.266,826.089,0.922,N/A,N/A,0.161,1368.638
2665,N/A,N/A,0.232,946.706,0.928,N/A,N/A,0.159,1379.360
2666,N/A,N/A,0.237,926.022,0.924,N/A,N/A,0.200,1101.099
2667,N/A,N/A,0.226,972.035,0.995,N/A,N/A,0.160,1375.767
2668,N/A,N/A,0.231,950.111,0.933,N/A,N/A,0.195,1124.911
2669,N/A,N/A,0.245,896.872,0.921,N/A,N/A,0.270,812.791
2670,N/A,N/A,0.260,844.167,0.937,N/A,N/A,0.179,1229.446
2671,N/A,N/A,0.758,289.981,0.625,N/A,N/A,0.155,1418.103
2672,N/A,N/A,0.238,922.539,0.922,N/A,N/A,0.221,994.562
2673,N/A,N/A,0.256,857.664,0.921,N/A,N/A,0.179,1226.153
2674,N/A,N/A,0.239,917.730,0.998,N/A,N/A,0.221,995.860
2675,N/A,N/A,0.257,856.167,1.079,N/A,N/A,0.219,1001.525
2676,N/A,N/A,0.267,821.641,1.007,N/A,N/A,0.198,1108.745
2677,N/A,N/A,0.244,899.811,0.929,N/A,N/A,0.161,1362.122
2678,N/A,N/A,0.270,813.079,0.916,N/A,N/A,0.181,1217.025
2679,N/A,N/A,0.241,911.154,0.930,N/A,N/A,0.158,1386.882
2680,N/A,N/A,0.228,961.958,0.980,N/A,N/A,0.195,1127.682
2681,N/A,N/A,0.228,963.037,0.914,N/A,N/A,0.194,1132.144
2682,N/A,N/A,0.217,1011.409,0.902,N/A,N/A,0.188,1171.550
2683,N/A,N/A,0.253,868.402,0.920,N/A,N/A,0.200,1098.281
2684,N/A,N/A,0.263,834.929,0.942,N/A,N/A,0.160,1374.666
2685,N/A,N/A,0.256,859.919,0.952,N/A,N/A,0.160,1371.371
2686,N/A,N/A,0.254,865.338,0.925,N/A,N/A,0.162,1352.729
2687,N/A,N/A,0.247,891.284,0.925,N/A,N/A,0.192,1146.320
2688,N/A,N/A,0.271,811.350,0.914,N/A,N/A,0.169,1300.465
2689,N/A,N/A,0.232,947.359,0.923,N/A,N/A,0.246,894.652
2690,N/A,N/A,0.240,915.161,0.914,N/A,N/A,0.179,1230.768
2691,N/A,N/A,0.260,844.582,0.922,N/A,N/A,0.160,1370.003
2692,N/A,N/A,0.249,883.600,0.926,N/A,N/A,0.159,1382.693
2693,N/A,N/A,0.255,860.027,0.946,N/A,N/A,0.159,1382.137
2694,N/A,N/A,0.234,940.997,0.928,N/A,N/A,0.158,1386.602
2695,N/A,N/A,0.266,826.686,0.934,N/A,N/A,0.199,1102.691
2696,N/A,N/A,0.233,942.547,0.914,N/A,N/A,0.187,1176.770
2697,N/A,N/A,0.270,813.561,0.926,N/A,N/A,0.160,1374.115
2698,N/A,N/A,0.235,933.830,0.924,N/A,N/A,0.207,1060.948
2699,N/A,N/A,0.227,968.334,0.919,N/A,N/A,0.160,1373.291
2700,N/A,N/A,0.239,917.853,0.921,N/A,N/A,0.157,1398.179
2701,N/A,N/A,0.234,939.324,0.928,N/A,N/A,0.178,1235.418
2702,N/A,N/A,0.221,992.262,0.913,N/A,N/A,0.172,1276.056
2703,N/A,N/A,0.243,903.243,0.935,N/A,N/A,0.185,1189.821
2704,N/A,N/A,0.235,933.196,0.910,N/A,N/A,0.161,1367.547
2705,N/A,N/A,0.224,982.466,0.914,N/A,N/A,0.176,1250.493
2706,N/A,N/A,0.237,927.523,0.912,N/A,N/A,0.173,1271.801
2707,N/A,N/A,0.218,1005.927,0.939,N/A,N/A,0.191,1149.775
2708,N/A,N/A,0.228,963.172,0.927,N/A,N/A,0.169,1298.743
2709,N/A,N/A,0.243,902.531,0.919,N/A,N/A,0.192,1144.409
2710,N/A,N/A,0.264,831.592,0.912,N/A,N/A,0.179,1226.591
2711,N/A,N/A,0.244,901.346,0.999,N/A,N/A,0.165,1334.329
2712,N/A,N/A,0.225,976.042,0.992,N/A,N/A,0.227,967.106
2713,N/A,N/A,0.252,871.709,0.923,N/A,N/A,0.170,1288.749
2714,N/A,N/A,0.261,842.924,0.920,N/A,N/A,0.173,1270.860
2715,N/A,N/A,0.242,909.826,0.934,N/A,N/A,0.158,1390.534
2716,N/A,N/A,0.222,989.118,0.916,N/A,N/A,0.182,1210.161
2717,N/A,N/A,0.226,970.798,0.958,N/A,N/A,0.159,1380.747
2718,N/A,N/A,0.237,927.148,0.917,N/A,N/A,0.166,1323.526
2719,N/A,N/A,0.253,868.952,0.936,N/A,N/A,0.172,1279.623
2720,N/A,N/A,0.233,943.713,1.041,N/A,N/A,0.160,1375.767
2721,N/A,N/A,0.234,940.095,1.071,N/A,N/A,0.359,612.529
2722,N/A,N/A,0.219,1004.602,0.926,N/A,N/A,0.160,1375.216
2723,N/A,N/A,0.272,807.438,0.920,N/A,N/A,0.169,1300.219
2724,N/A,N/A,0.235,934.212,1.013,N/A,N/A,0.233,942.418
2725,N/A,N/A,0.242,909.223,0.919,N/A,N/A,0.195,1125.279
2726,N/A,N/A,0.241,913.092,0.925,N/A,N/A,0.178,1233.421
2727,N/A,N/A,0.242,906.223,0.954,N/A,N/A,0.204,1076.753
2728,N/A,N/A,0.271,810.775,0.911,N/A,N/A,0.161,1367.003
2729,N/A,N/A,0.219,1003.281,0.922,N/A,N/A,0.168,1311.393
2730,N/A,N/A,0.251,875.154,0.941,N/A,N/A,0.157,1396.473
2731,N/A,N/A,0.245,897.107,0.927,N/A,N/A,0.179,1230.107
2732,N/A,N/A,0.250,878.176,1.012,N/A,N/A,0.162,1354.330
2733,N/A,N/A,0.238,922.291,0.996,N/A,N/A,0.177,1242.797
2734,N/A,N/A,0.271,809.437,0.925,N/A,N/A,0.214,1025.763
2735,N/A,N/A,0.246,894.652,0.958,N/A,N/A,0.233,943.843
2736,N/A,N/A,0.242,908.021,1.029,N/A,N/A,0.233,942.935
2737,N/A,N/A,0.224,981.483,1.043,N/A,N/A,0.216,1014.997
2738,N/A,N/A,0.255,861.321,0.929,N/A,N/A,0.171,1283.449
2739,N/A,N/A,0.246,891.979,0.925,N/A,N/A,0.186,1184.484
2740,N/A,N/A,0.248,886.910,0.955,N/A,N/A,0.185,1188.791
2741,N/A,N/A,0.233,941.255,0.924,N/A,N/A,0.186,1183.872
2742,N/A,N/A,0.229,961.015,1.490,N/A,N/A,0.169,1303.675
2743,N/A,N/A,0.260,844.063,0.913,N/A,N/A,0.196,1121.420
2744,N/A,N/A,0.252,871.046,0.934,N/A,N/A,0.194,1133.827
2745,N/A,N/A,0.247,890.014,0.918,N/A,N/A,0.193,1140.986
2746,N/A,N/A,0.272,808.770,0.920,N/A,N/A,0.159,1378.529
2747,N/A,N/A,0.255,860.458,0.978,N/A,N/A,0.213,1033.793
2748,N/A,N/A,0.231,953.012,0.986,N/A,N/A,0.212,1036.759
2749,N/A,N/A,0.274,803.188,0.955,N/A,N/A,0.213,1029.917
2750,N/A,N/A,0.256,857.771,0.940,N/A,N/A,0.234,938.169
2751,N/A,N/A,0.265,830.586,0.907,N/A,N/A,0.159,1384.366
2752,N/A,N/A,0.251,876.047,0.918,N/A,N/A,0.226,971.485
2753,N/A,N/A,0.272,806.774,0.935,N/A,N/A,0.157,1399.889
2754,N/A,N/A,0.282,778.245,0.913,N/A,N/A,0.228,962.632
2755,N/A,N/A,0.224,981.343,0.923,N/A,N/A,0.164,1338.751
2756,N/A,N/A,0.221,994.418,0.921,N/A,N/A,0.158,1391.379
2757,N/A,N/A,0.257,854.355,0.973,N/A,N/A,0.162,1354.865
2758,N/A,N/A,0.227,968.880,1.016,N/A,N/A,0.299,735.876
2759,N/A,N/A,0.239,917.607,1.018,N/A,N/A,0.225,975.487
2760,N/A,N/A,0.239,919.943,0.923,N/A,N/A,0.159,1383.529
2761,N/A,N/A,0.262,839.112,0.926,N/A,N/A,0.159,1385.204
2762,N/A,N/A,0.217,1012.453,0.913,N/A,N/A,0.154,1430.214
2763,N/A,N/A,0.240,914.917,0.924,N/A,N/A,0.190,1156.358
2764,N/A,N/A,0.243,904.314,0.945,N/A,N/A,0.194,1131.398
2765,N/A,N/A,0.259,849.073,0.961,N/A,N/A,0.158,1387.443
2766,N/A,N/A,0.260,846.456,0.946,N/A,N/A,0.158,1387.443
2767,N/A,N/A,0.237,925.648,0.924,N/A,N/A,0.164,1339.796
2768,N/A,N/A,0.269,816.172,0.996,N/A,N/A,0.187,1175.159
2769,N/A,N/A,0.237,926.647,0.955,N/A,N/A,0.159,1384.366
2770,N/A,N/A,0.268,819.484,0.920,N/A,N/A,0.159,1382.137
2771,N/A,N/A,0.260,844.582,0.964,N/A,N/A,0.237,926.022
2772,N/A,N/A,0.270,813.561,0.923,N/A,N/A,0.161,1365.643
2773,N/A,N/A,0.231,949.586,1.095,N/A,N/A,0.201,1091.994
2774,N/A,N/A,0.264,830.787,0.920,N/A,N/A,0.159,1384.924
2775,N/A,N/A,0.232,947.359,0.947,N/A,N/A,0.181,1212.726
2776,N/A,N/A,0.275,797.776,0.917,N/A,N/A,0.158,1394.204
2777,N/A,N/A,0.251,876.494,0.916,N/A,N/A,0.233,943.324
2778,N/A,N/A,0.270,812.310,0.905,N/A,N/A,0.182,1206.334
2779,N/A,N/A,0.242,906.822,0.922,N/A,N/A,0.193,1136.830
2780,N/A,N/A,0.274,801.875,0.980,N/A,N/A,0.192,1142.885
2781,N/A,N/A,0.223,986.418,0.923,N/A,N/A,0.166,1324.548
2782,N/A,N/A,0.242,907.061,0.924,N/A,N/A,0.194,1131.771
2783,N/A,N/A,0.233,942.676,0.924,N/A,N/A,0.167,1312.396
2784,N/A,N/A,0.229,957.932,1.017,N/A,N/A,0.221,992.119
2785,N/A,N/A,0.223,984.720,0.905,N/A,N/A,0.186,1179.398
2786,N/A,N/A,0.233,942.418,0.919,N/A,N/A,0.196,1119.227
2787,N/A,N/A,0.240,916.505,0.987,N/A,N/A,0.186,1178.791
2788,N/A,N/A,0.227,968.744,0.912,N/A,N/A,0.161,1365.915
2789,N/A,N/A,0.260,845.310,0.917,N/A,N/A,0.159,1377.976
2790,N/A,N/A,0.228,962.227,0.954,N/A,N/A,0.159,1379.637
2791,N/A,N/A,0.263,836.862,0.935,N/A,N/A,0.179,1228.786
2792,N/A,N/A,0.225,978.267,1.022,N/A,N/A,0.232,947.620
2793,N/A,N/A,0.257,853.718,0.924,N/A,N/A,0.160,1374.941
2794,N/A,N/A,0.246,891.863,0.924,N/A,N/A,0.169,1301.204
2795,N/A,N/A,0.262,837.883,0.932,N/A,N/A,0.179,1227.907
2796,N/A,N/A,0.238,923.780,0.922,N/A,N/A,0.161,1368.638
2797,N/A,N/A,0.232,949.061,0.926,N/A,N/A,0.228,965.746
2798,N/A,N/A,0.229,961.015,0.928,N/A,N/A,0.194,1132.144
2799,N/A,N/A,0.239,921.177,0.923,N/A,N/A,0.159,1379.637
2800,N/A,N/A,0.257,856.594,0.915,N/A,N/A,0.292,752.488
2801,N/A,N/A,0.222,988.406,0.909,N/A,N/A,0.160,1370.003
2802,N/A,N/A,0.221,996.149,0.925,N/A,N/A,0.189,1159.678
2803,N/A,N/A,0.254,865.774,0.925,N/A,N/A,0.194,1135.327
2804,N/A,N/A,0.269,817.338,0.994,N/A,N/A,0.183,1201.900
2805,N/A,N/A,0.262,839.010,0.988,N/A,N/A,0.186,1178.386
2806,N/A,N/A,0.268,819.680,0.999,N/A,N/A,0.220,997.741
2807,N/A,N/A,0.266,825.394,0.984,N/A,N/A,0.204,1078.275
2808,N/A,N/A,0.268,818.507,0.986,N/A,N/A,0.207,1059.802
2809,N/A,N/A,0.249,882.578,0.952,N/A,N/A,0.157,1398.748
2810,N/A,N/A,0.251,877.054,1.017,N/A,N/A,0.181,1210.801
2811,N/A,N/A,0.236,930.414,0.977,N/A,N/A,0.159,1382.693
2812,N/A,N/A,0.272,808.960,0.979,N/A,N/A,0.213,1033.016
2813,N/A,N/A,0.249,884.055,0.988,N/A,N/A,0.214,1026.069
2814,N/A,N/A,0.268,820.561,0.996,N/A,N/A,0.156,1406.484
2815,N/A,N/A,0.266,827.184,1.015,N/A,N/A,0.223,986.985
2816,N/A,N/A,0.232,947.359,0.987,N/A,N/A,0.225,975.349
2817,N/A,N/A,0.219,1005.043,0.913,N/A,N/A,0.257,856.380
2818,N/A,N/A,0.276,796.665,1.003,N/A,N/A,0.188,1168.758
2819,N/A,N/A,0.255,860.782,0.979,N/A,N/A,0.224,980.362
2820,N/A,N/A,0.240,914.796,1.042,N/A,N/A,0.159,1383.529
2821,N/A,N/A,0.239,918.466,0.914,N/A,N/A,0.203,1083.550
2822,N/A,N/A,0.266,825.196,0.995,N/A,N/A,0.156,1408.793
2823,N/A,N/A,0.236,930.666,0.957,N/A,N/A,0.234,938.169
2824,N/A,N/A,0.231,951.956,0.941,N/A,N/A,0.157,1399.318
2825,N/A,N/A,0.265,828.681,0.918,N/A,N/A,0.193,1137.395
2826,N/A,N/A,0.267,823.810,1.038,N/A,N/A,0.157,1399.033
2827,N/A,N/A,0.227,968.334,0.920,N/A,N/A,0.156,1405.333
2828,N/A,N/A,0.231,952.220,0.919,N/A,N/A,0.191,1147.661
2829,N/A,N/A,0.284,774.296,0.961,N/A,N/A,0.192,1146.894
2830,N/A,N/A,0.232,947.359,0.918,N/A,N/A,0.193,1141.365
2831,N/A,N/A,0.249,882.805,0.974,N/A,N/A,0.194,1133.827
2832,N/A,N/A,0.268,820.267,0.987,N/A,N/A,0.157,1395.337
2833,N/A,N/A,0.267,823.810,0.986,N/A,N/A,0.212,1036.759
2834,N/A,N/A,0.255,862.620,0.989,N/A,N/A,0.184,1193.129
2835,N/A,N/A,0.269,816.366,0.985,N/A,N/A,0.213,1029.917
2836,N/A,N/A,0.223,985.993,0.922,N/A,N/A,0.159,1378.806
2837,N/A,N/A,0.228,963.578,0.914,N/A,N/A,0.230,956.064
2838,N/A,N/A,0.217,1013.649,1.019,N/A,N/A,0.186,1184.484
2839,N/A,N/A,0.254,863.379,0.923,N/A,N/A,0.191,1147.853
2840,N/A,N/A,0.228,962.767,0.985,N/A,N/A,0.178,1233.421
2841,N/A,N/A,0.270,812.887,0.922,N/A,N/A,0.192,1141.555
2842,N/A,N/A,0.232,947.751,0.912,N/A,N/A,0.158,1386.602
2843,N/A,N/A,0.239,919.820,0.960,N/A,N/A,0.176,1245.051
2844,N/A,N/A,0.263,834.827,0.919,N/A,N/A,0.173,1270.389
2845,N/A,N/A,0.285,771.165,0.989,N/A,N/A,0.157,1396.473
2846,N/A,N/A,0.280,785.007,0.926,N/A,N/A,0.213,1031.774
2847,N/A,N/A,0.250,877.727,0.993,N/A,N/A,0.158,1386.322
2848,N/A,N/A,0.223,985.568,0.986,N/A,N/A,0.190,1157.723
2849,N/A,N/A,0.276,796.942,0.979,N/A,N/A,0.170,1295.069
2850,N/A,N/A,0.265,828.082,0.993,N/A,N/A,0.181,1215.948
2851,N/A,N/A,0.260,845.206,0.991,N/A,N/A,0.232,945.662
2852,N/A,N/A,0.260,843.648,0.929,N/A,N/A,0.182,1207.607
2853,N/A,N/A,0.261,843.234,0.959,N/A,N/A,0.240,916.138
2854,N/A,N/A,0.228,963.443,1.019,N/A,N/A,0.179,1224.404
2855,N/A,N/A,0.244,900.519,0.957,N/A,N/A,0.194,1133.266
2856,N/A,N/A,0.250,879.638,0.970,N/A,N/A,0.192,1146.894
2857,N/A,N/A,0.271,810.967,0.984,N/A,N/A,0.157,1395.337
2858,N/A,N/A,0.213,1029.917,0.947,N/A,N/A,0.175,1253.918
2859,N/A,N/A,0.234,939.067,0.957,N/A,N/A,0.187,1175.562
2860,N/A,N/A,0.235,936.888,0.919,N/A,N/A,0.179,1229.226
2861,N/A,N/A,0.255,862.403,1.016,N/A,N/A,0.218,1006.664
2862,N/A,N/A,0.236,931.929,1.000,N/A,N/A,0.188,1169.156
2863,N/A,N/A,0.256,856.914,0.916,N/A,N/A,0.206,1064.237
2864,N/A,N/A,0.241,912.365,0.915,N/A,N/A,0.194,1133.078
2865,N/A,N/A,0.273,805.071,0.995,N/A,N/A,0.191,1149.005
2866,N/A,N/A,0.271,811.350,1.037,N/A,N/A,0.162,1352.197
2867,N/A,N/A,0.236,929.406,0.918,N/A,N/A,0.158,1392.790
2868,N/A,N/A,0.228,965.203,0.995,N/A,N/A,0.162,1358.618
2869,N/A,N/A,0.270,813.754,0.962,N/A,N/A,0.193,1138.338
2870,N/A,N/A,0.221,994.850,0.921,N/A,N/A,0.185,1188.997
2871,N/A,N/A,0.226,971.073,0.919,N/A,N/A,0.157,1398.748
2872,N/A,N/A,0.265,829.482,0.949,N/A,N/A,0.233,941.901
2873,N/A,N/A,0.260,846.561,0.931,N/A,N/A,0.190,1155.774
2874,N/A,N/A,0.230,955.001,0.925,N/A,N/A,0.161,1367.275
2875,N/A,N/A,0.230,953.807,0.947,N/A,N/A,0.195,1125.279
2876,N/A,N/A,0.242,907.541,0.917,N/A,N/A,0.160,1375.767
2877,N/A,N/A,0.229,960.209,0.949,N/A,N/A,0.160,1371.645
2878,N/A,N/A,0.248,885.081,0.940,N/A,N/A,0.194,1133.827
2879,N/A,N/A,0.266,825.990,0.919,N/A,N/A,0.229,960.746
2880,N/A,N/A,0.260,845.310,0.939,N/A,N/A,0.158,1388.846
2881,N/A,N/A,0.222,991.260,0.929,N/A,N/A,0.158,1390.534
2882,N/A,N/A,0.233,942.159,0.951,N/A,N/A,0.234,938.810
2883,N/A,N/A,0.257,855.313,0.966,N/A,N/A,0.197,1115.227
2884,N/A,N/A,0.244,900.519,0.970,N/A,N/A,0.161,1366.731
2885,N/A,N/A,0.216,1019.064,0.940,N/A,N/A,0.165,1328.391
2886,N/A,N/A,0.235,933.576,0.962,N/A,N/A,0.190,1155.191
2887,N/A,N/A,0.239,917.853,0.956,N/A,N/A,0.157,1397.041
2888,N/A,N/A,0.218,1009.179,0.946,N/A,N/A,0.159,1381.025
2889,N/A,N/A,0.272,808.484,0.980,N/A,N/A,0.215,1020.882
2890,N/A,N/A,0.269,816.852,1.014,N/A,N/A,0.194,1134.389
2891,N/A,N/A,0.271,811.158,0.979,N/A,N/A,0.192,1144.028
2892,N/A,N/A,0.259,847.188,0.960,N/A,N/A,0.192,1147.277
2893,N/A,N/A,0.271,810.010,1.000,N/A,N/A,0.222,987.553
2894,N/A,N/A,0.254,865.774,0.921,N/A,N/A,0.157,1402.462
2895,N/A,N/A,0.261,842.820,0.957,N/A,N/A,0.233,942.159
2896,N/A,N/A,0.235,936.633,0.914,N/A,N/A,0.158,1387.723
2897,N/A,N/A,0.231,949.717,0.955,N/A,N/A,0.157,1400.460
2898,N/A,N/A,0.267,823.415,1.021,N/A,N/A,0.157,1402.176
2899,N/A,N/A,0.260,846.665,0.967,N/A,N/A,0.197,1113.239
2900,N/A,N/A,0.231,952.087,0.919,N/A,N/A,0.184,1194.582
2901,N/A,N/A,0.231,949.717,0.963,N/A,N/A,0.185,1185.098
2902,N/A,N/A,0.260,845.518,0.956,N/A,N/A,0.158,1392.508
2903,N/A,N/A,0.251,874.262,0.982,N/A,N/A,0.157,1399.889
2904,N/A,N/A,0.230,954.337,0.926,N/A,N/A,0.189,1163.214
2905,N/A,N/A,0.270,813.079,0.974,N/A,N/A,0.155,1417.225
2906,N/A,N/A,0.272,808.484,0.991,N/A,N/A,0.218,1006.221
2907,N/A,N/A,0.257,854.143,0.989,N/A,N/A,0.193,1140.039
2908,N/A,N/A,0.250,878.288,0.916,N/A,N/A,0.182,1204.219
2909,N/A,N/A,0.231,949.455,0.952,N/A,N/A,0.157,1402.749
2910,N/A,N/A,0.272,806.490,0.983,N/A,N/A,0.222,990.688
2911,N/A,N/A,0.254,866.430,0.935,N/A,N/A,0.159,1378.806
2912,N/A,N/A,0.236,929.910,0.952,N/A,N/A,0.213,1031.774
2913,N/A,N/A,0.251,874.708,0.939,N/A,N/A,0.159,1385.763
2914,N/A,N/A,0.271,809.628,0.926,N/A,N/A,0.158,1386.882
2915,N/A,N/A,0.274,803.282,0.988,N/A,N/A,0.226,971.210
2916,N/A,N/A,0.216,1017.102,0.925,N/A,N/A,0.178,1233.864
2917,N/A,N/A,0.271,809.723,0.967,N/A,N/A,0.160,1375.767
2918,N/A,N/A,0.272,806.395,0.914,N/A,N/A,0.158,1386.882
2919,N/A,N/A,0.231,950.769,0.995,N/A,N/A,0.224,979.243
2920,N/A,N/A,0.246,894.070,0.958,N/A,N/A,0.186,1179.398
2921,N/A,N/A,0.279,787.257,0.938,N/A,N/A,0.155,1414.889
2922,N/A,N/A,0.233,942.288,0.927,N/A,N/A,0.158,1393.073
2923,N/A,N/A,0.277,793.076,0.933,N/A,N/A,0.222,991.976
2924,N/A,N/A,0.243,903.838,0.924,N/A,N/A,0.174,1260.131
2925,N/A,N/A,0.221,993.555,0.941,N/A,N/A,0.183,1201.269
2926,N/A,N/A,0.232,945.662,0.951,N/A,N/A,0.192,1143.456
2927,N/A,N/A,0.232,948.799,0.962,N/A,N/A,0.285,770.559
2928,N/A,N/A,0.260,844.479,0.945,N/A,N/A,0.190,1154.997
2929,N/A,N/A,0.268,819.093,0.983,N/A,N/A,0.157,1397.041
2930,N/A,N/A,0.248,886.337,0.988,N/A,N/A,0.233,941.901
2931,N/A,N/A,0.259,848.234,0.967,N/A,N/A,0.170,1290.445
2932,N/A,N/A,0.229,961.015,1.015,N/A,N/A,0.262,839.831
2933,N/A,N/A,0.257,856.380,0.989,N/A,N/A,0.156,1404.470
2934,N/A,N/A,0.249,882.805,0.957,N/A,N/A,0.199,1106.600
2935,N/A,N/A,0.272,806.490,0.980,N/A,N/A,0.213,1030.535
2936,N/A,N/A,0.257,856.060,0.982,N/A,N/A,0.177,1238.091
2937,N/A,N/A,0.268,819.386,0.930,N/A,N/A,0.161,1361.042
2938,N/A,N/A,0.250,879.864,0.926,N/A,N/A,0.175,1252.774
2939,N/A,N/A,0.273,806.017,0.925,N/A,N/A,0.221,994.418
2940,N/A,N/A,0.267,824.403,0.926,N/A,N/A,0.216,1018.913
2941,N/A,N/A,0.250,878.400,0.955,N/A,N/A,0.225,975.903
2942,N/A,N/A,0.232,947.228,0.946,N/A,N/A,0.192,1144.028
2943,N/A,N/A,0.252,873.040,0.993,N/A,N/A,0.159,1379.915
2944,N/A,N/A,0.266,825.990,0.965,N/A,N/A,0.195,1126.018
2945,N/A,N/A,0.280,785.456,0.937,N/A,N/A,0.211,1039.742
2946,N/A,N/A,0.266,826.786,0.958,N/A,N/A,0.192,1143.647
2947,N/A,N/A,0.237,927.523,1.019,N/A,N/A,0.192,1144.982
2948,N/A,N/A,0.232,947.359,0.941,N/A,N/A,0.186,1180.818
2949,N/A,N/A,0.215,1022.402,0.912,N/A,N/A,0.159,1381.303
2950,N/A,N/A,0.274,802.531,1.022,N/A,N/A,0.238,921.919
2951,N/A,N/A,0.226,972.861,0.932,N/A,N/A,0.177,1241.674
2952,N/A,N/A,0.232,948.405,0.915,N/A,N/A,0.183,1197.498
2953,N/A,N/A,0.245,898.280,0.932,N/A,N/A,0.309,712.214
2954,N/A,N/A,0.251,874.596,1.005,N/A,N/A,0.156,1409.950
2955,N/A,N/A,0.285,772.293,0.979,N/A,N/A,0.176,1248.219
2956,N/A,N/A,0.267,822.035,0.930,N/A,N/A,0.158,1387.163
2957,N/A,N/A,0.233,941.513,0.951,N/A,N/A,0.227,967.379
2958,N/A,N/A,0.247,890.706,0.926,N/A,N/A,0.186,1183.260
2959,N/A,N/A,0.249,883.373,0.922,N/A,N/A,0.156,1412.851
2960,N/A,N/A,0.247,888.746,0.915,N/A,N/A,0.161,1362.662
2961,N/A,N/A,0.268,819.093,0.967,N/A,N/A,0.217,1011.409
2962,N/A,N/A,0.251,873.928,0.930,N/A,N/A,0.158,1392.225
2963,N/A,N/A,0.270,812.791,0.929,N/A,N/A,0.192,1144.982
2964,N/A,N/A,0.249,882.464,0.913,N/A,N/A,0.187,1174.958
2965,N/A,N/A,0.272,807.913,0.991,N/A,N/A,0.159,1385.763
2966,N/A,N/A,0.248,885.766,0.915,N/A,N/A,0.157,1403.609
2967,N/A,N/A,0.261,843.027,0.988,N/A,N/A,0.178,1237.645
2968,N/A,N/A,0.234,940.353,0.908,N/A,N/A,0.156,1404.758
2969,N/A,N/A,0.239,918.958,0.924,N/A,N/A,0.190,1157.528
2970,N/A,N/A,0.271,810.010,0.983,N/A,N/A,0.191,1151.703
2971,N/A,N/A,0.231,949.586,0.965,N/A,N/A,0.158,1391.943
