timestamp, power.draw [W]
2025/06/03 11:46:14.045, 2.37 W
2025/06/03 11:46:14.247, 2.38 W
2025/06/03 11:46:14.448, 2.36 W
2025/06/03 11:46:14.649, 2.34 W
2025/06/03 11:46:14.851, 2.52 W
